"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"ECHDC1",2.43995023113261e-76,-0.461295048321544,0.232,0.393,4.87770450705719e-72,"ECHDC1"
"S100A6",2.5186213868627e-76,1.006869076897,0.8,0.932,5.03497601447722e-72,"S100A6"
"PGP",2.60825809753425e-76,-0.603815452683537,0.193,0.339,5.21416876278071e-72,"PGP"
"PPIE",2.86605021623903e-76,-0.9413076992271,0.104,0.225,5.72952098728344e-72,"PPIE"
"BRIX1",3.44531100688571e-76,-0.987843153196329,0.104,0.226,6.88752123386523e-72,"BRIX1"
"ACTN1",3.62152315579766e-76,2.20530436466364,0.429,0.331,7.23978694075511e-72,"ACTN1"
"TRIP11",3.68969525131799e-76,-0.398047371845408,0.185,0.335,7.3760697769098e-72,"TRIP11"
"GIPC1",4.04033768651796e-76,-1.53744943141925,0.042,0.134,8.07703906911805e-72,"GIPC1"
"TRIM44",4.94506348268063e-76,-0.600711408393282,0.24,0.401,9.88567640822685e-72,"TRIM44"
"KLF6",6.22448695716719e-76,1.41206627276321,0.629,0.625,1.24433718760729e-71,"KLF6"
"LRBA",7.16896200824818e-76,-0.710108806046144,0.112,0.236,1.43314719506889e-71,"LRBA"
"PUS7L",7.69125637318355e-76,-0.710767845011797,0.138,0.269,1.53755906156312e-71,"PUS7L"
"KDSR",8.33940789851254e-76,-1.07706533324622,0.091,0.207,1.66713103299164e-71,"KDSR"
"C15orf40",9.22769089522025e-76,-0.473268996097849,0.129,0.26,1.84470768686348e-71,"C15orf40"
"CWC27",9.2518795823625e-76,-1.13820733141845,0.113,0.234,1.84954324731009e-71,"CWC27"
"MRPS14",1.47828395452085e-75,-0.80998170415192,0.1,0.219,2.95523745348264e-71,"MRPS14"
"EEF1E1",1.48617964779855e-75,-0.815558137292562,0.124,0.252,2.97102173391408e-71,"EEF1E1"
"BLOC1S5",1.51991272753463e-75,-1.15240017062455,0.069,0.176,3.03845753361448e-71,"BLOC1S5"
"METTL26",1.79378025791893e-75,-0.587588029111163,0.168,0.307,3.58594611360573e-71,"METTL26"
"LPXN",2.11598674526107e-75,-0.922584852928726,0.123,0.246,4.23006910245141e-71,"LPXN"
"ZNF181",2.31867849346075e-75,-2.04439730772879,0.027,0.108,4.63527017627739e-71,"ZNF181"
"MRPS18C",3.7460835006779e-75,-0.376629301718074,0.245,0.405,7.48879552620518e-71,"MRPS18C"
"DDRGK1",3.76452904196994e-75,-0.75264337323872,0.13,0.258,7.5256700078021e-71,"DDRGK1"
"MAP4",4.03930515874926e-75,-0.698293088887753,0.156,0.293,8.07497494285564e-71,"MAP4"
"MRPS35",4.17863720186157e-75,-1.16903359150761,0.112,0.231,8.35351363024147e-71,"MRPS35"
"FRAT2",4.24225249920953e-75,2.42364523140835,0.338,0.222,8.48068697116977e-71,"FRAT2"
"EIF2AK2",4.5488310245638e-75,2.01052909837418,0.465,0.379,9.0935681012055e-71,"EIF2AK2"
"ATIC",4.75611493755412e-75,-1.16941296624826,0.084,0.196,9.50794937166444e-71,"ATIC"
"CCNC",7.01933967194426e-75,-0.794147977532239,0.148,0.279,1.40323619381838e-70,"CCNC"
"SDHA",7.11745092695018e-75,-0.632517509845669,0.183,0.324,1.42284961480661e-70,"SDHA"
"PPP1R3E",7.83379472176086e-75,-0.896822202277221,0.06,0.164,1.56605390282721e-70,"PPP1R3E"
"PIGP",9.10700671837263e-75,-1.33504039121559,0.084,0.194,1.82058171306987e-70,"PIGP"
"STX8",9.34996535940029e-75,-0.811729593784629,0.131,0.258,1.86915157499771e-70,"STX8"
"PITPNB",9.56329714107056e-75,-0.293190542190006,0.17,0.313,1.91179873147142e-70,"PITPNB"
"SMAP1",9.99408147511289e-75,-0.305416993803824,0.202,0.351,1.99791682768982e-70,"SMAP1"
"CFAP298",1.0342297715373e-74,-1.10009015135432,0.105,0.223,2.06752873628022e-70,"CFAP298"
"ZNF480",1.0514410575138e-74,-1.08354556231273,0.093,0.207,2.10193581807583e-70,"ZNF480"
"NDUFA8",1.24912388702671e-74,-0.95193929826854,0.126,0.249,2.4971235625551e-70,"NDUFA8"
"AP002387.2",1.25778137840224e-74,-1.5142378647515,0.045,0.139,2.51443075356392e-70,"AP002387.2"
"PUF60",1.34011394105792e-74,-0.508738373921158,0.188,0.331,2.67902177956888e-70,"PUF60"
"TMEM238",1.37063754080308e-74,-1.0235136247154,0.094,0.211,2.74004150781943e-70,"TMEM238"
"NFAM1",1.51737579170802e-74,2.574671500905,0.24,0.12,3.03338594520351e-70,"NFAM1"
"HIF1A",1.59411834215589e-74,2.37138043613299,0.425,0.319,3.18680197780384e-70,"HIF1A"
"MRPL9",1.73328745446515e-74,-1.09882426222933,0.106,0.226,3.46501495022128e-70,"MRPL9"
"THOC2",1.97982191278487e-74,-0.262669409932618,0.255,0.423,3.95786198584824e-70,"THOC2"
"UBE2D1",2.77050973749067e-74,2.52684647052505,0.349,0.236,5.53852601621759e-70,"UBE2D1"
"SMARCAD1",3.89824432827022e-74,-1.28408819540311,0.08,0.189,7.79298023664499e-70,"SMARCAD1"
"MRPL52",4.24676711423398e-74,-0.500082962880835,0.263,0.428,8.48971213806515e-70,"MRPL52"
"TSN",4.70513370057994e-74,-0.552493786714711,0.152,0.285,9.40603278082935e-70,"TSN"
"RBM48",5.32900004730052e-74,-0.925544835214418,0.07,0.177,1.06532039945585e-69,"RBM48"
"ARHGEF9",8.13115739494198e-74,-1.48368738508786,0.046,0.139,1.62549967482285e-69,"ARHGEF9"
"RUVBL1",8.17848036278027e-74,-1.18841312864428,0.089,0.202,1.6349600093234e-69,"RUVBL1"
"C1orf174",8.81948845679649e-74,-1.09326005387865,0.075,0.183,1.76310393739819e-69,"C1orf174"
"RABEP1",8.86332369971867e-74,-0.324614219241692,0.174,0.318,1.77186704081076e-69,"RABEP1"
"SRPRB",1.26510891343036e-73,-1.26808003808374,0.065,0.167,2.52907922883863e-69,"SRPRB"
"CAPN2",1.35401341960224e-73,-0.378461468578224,0.26,0.427,2.70680822712684e-69,"CAPN2"
"WDR54",1.40413838901791e-73,-1.55267616134631,0.05,0.145,2.8070130534857e-69,"WDR54"
"OGFRL1",1.73109295097561e-73,1.64986956172441,0.379,0.262,3.46062791829534e-69,"OGFRL1"
"SNHG12",1.79201554760836e-73,-0.853081914748222,0.065,0.171,3.58241828122387e-69,"SNHG12"
"MBOAT7",2.10546983253308e-73,2.70598081962216,0.301,0.18,4.20904474221687e-69,"MBOAT7"
"AASDHPPT",2.24412312651792e-73,-0.829937569527113,0.115,0.236,4.48622654222197e-69,"AASDHPPT"
"CTDSPL2",2.33094011602887e-73,-0.437289030268765,0.171,0.31,4.65978238595331e-69,"CTDSPL2"
"RRP15",2.41576288674704e-73,-0.986632912109967,0.11,0.231,4.829351586896e-69,"RRP15"
"MOAP1",2.44395984531267e-73,-1.00424859445074,0.083,0.194,4.88572012676455e-69,"MOAP1"
"RNF219",2.62711395798906e-73,-1.4252510017786,0.059,0.159,5.25186351341593e-69,"RNF219"
"NUDT16L1",2.65590275671158e-73,-0.862209938875007,0.111,0.231,5.30941520094211e-69,"NUDT16L1"
"PRR5L",3.02620984700891e-73,-1.61835589354156,0.025,0.103,6.04969610515551e-69,"PRR5L"
"PLIN2",3.50916270382986e-73,-1.10725460187524,0.13,0.254,7.01516716122628e-69,"PLIN2"
"DDX60L",4.36965263762592e-73,2.36798145209149,0.383,0.276,8.73537258787799e-69,"DDX60L"
"SNF8",5.36348699108707e-73,-0.370783902251443,0.235,0.391,1.07221468438822e-68,"SNF8"
"WHAMM",5.87774781697326e-73,-0.539602904875591,0.135,0.261,1.17502056609113e-68,"WHAMM"
"ASCC3",6.85930619773245e-73,-0.90837470424765,0.145,0.274,1.37124390198869e-68,"ASCC3"
"ICE1",7.01958249226708e-73,-0.612314755307375,0.145,0.276,1.40328473602911e-68,"ICE1"
"CCDC130",7.16154622612227e-73,-0.767411705838774,0.1,0.217,1.4316647060641e-68,"CCDC130"
"HUWE1",7.22978598862612e-73,-0.407100062482137,0.198,0.344,1.44530651698625e-68,"HUWE1"
"PTGER4",8.42965545381328e-73,-0.392625441744606,0.104,0.225,1.68517242177181e-68,"PTGER4"
"MT1X",8.52645611787869e-73,-0.428634871504041,0.148,0.28,1.70452384252513e-68,"MT1X"
"SUCLG1",1.19957119512602e-72,-0.448035870173534,0.198,0.343,2.39806277617643e-68,"SUCLG1"
"PTAFR",1.21603983170112e-72,2.07850857850547,0.274,0.149,2.43098522755371e-68,"PTAFR"
"STX17",1.23842588708528e-72,-0.473508162563014,0.089,0.204,2.47573719087219e-68,"STX17"
"RNF130",1.39953440068798e-72,1.79344373840163,0.358,0.245,2.79780922041535e-68,"RNF130"
"SPOPL",1.51895664769693e-72,2.91585713175266,0.268,0.148,3.03654623441093e-68,"SPOPL"
"MED7",1.53805179858709e-72,-1.21484593527628,0.064,0.166,3.07471935055546e-68,"MED7"
"NT5C3B",1.73329268436542e-72,-1.83674853694758,0.033,0.116,3.46502540531491e-68,"NT5C3B"
"FOXO1",1.77733847576358e-72,-0.399267269226559,0.111,0.236,3.55307734689898e-68,"FOXO1"
"DUSP11",1.81944997792694e-72,-0.713724479498613,0.107,0.225,3.63726245087375e-68,"DUSP11"
"LIMK2",2.46986659108851e-72,3.87387104802242,0.157,0.058,4.93751030224504e-68,"LIMK2"
"MRPS7",2.59212398427666e-72,-0.803755599659949,0.173,0.305,5.18191505696747e-68,"MRPS7"
"MAGOHB",2.9577270717785e-72,-1.13813355336251,0.082,0.19,5.9127921891924e-68,"MAGOHB"
"MPRIP",3.36238127164641e-72,-0.848953601112046,0.122,0.246,6.72173640014834e-68,"MPRIP"
"P2RX1",3.37359794165263e-72,3.55582998123613,0.149,0.05,6.74415964515777e-68,"P2RX1"
"BTF3L4",3.90447006619027e-72,-0.453381042836536,0.211,0.357,7.80542610932096e-68,"BTF3L4"
"CLEC2B",4.38815531540999e-72,0.352359010569341,0.35,0.559,8.77236129103611e-68,"CLEC2B"
"SCAPER",4.87984716956554e-72,-0.533225741898098,0.107,0.227,9.75530247667846e-68,"SCAPER"
"NDUFV3",5.49067536551634e-72,-0.558055911780842,0.198,0.34,1.09764091232037e-67,"NDUFV3"
"FAM126B",6.59537495136366e-72,2.92383801950549,0.349,0.233,1.31848140652711e-67,"FAM126B"
"ABHD14B",7.36448746036287e-72,-1.02295569281119,0.111,0.228,1.47223468820114e-67,"ABHD14B"
"ATP1B3",9.33659947585579e-72,-0.662827946643926,0.197,0.341,1.86647960121833e-67,"ATP1B3"
"USP1",9.51010723979027e-72,-0.263220105170537,0.186,0.332,1.90116553830647e-67,"USP1"
"CSF2RB",1.03208980221796e-71,3.03096916537017,0.216,0.104,2.06325072361393e-67,"CSF2RB"
"TRIM25",1.07493331708621e-71,2.60303389222866,0.303,0.182,2.14889919418705e-67,"TRIM25"
"C1orf131",1.29261810956873e-71,-0.807500991675335,0.133,0.259,2.58407286283885e-67,"C1orf131"
"SARS",1.30396405620576e-71,-0.490968221797956,0.213,0.361,2.60675454476093e-67,"SARS"
"RRP36",1.49186924695059e-71,-0.81311609475,0.126,0.248,2.98239581157893e-67,"RRP36"
"BAG5",1.79563619269244e-71,-0.484067938631762,0.145,0.275,3.58965631281146e-67,"BAG5"
"ERG28",2.20557596351184e-71,-1.17590607869757,0.063,0.164,4.40916690865652e-67,"ERG28"
"PEX2",2.28059607883272e-71,-0.616953366970497,0.125,0.247,4.55913962119448e-67,"PEX2"
"FAM208A",2.31032849656203e-71,-0.261393703962941,0.22,0.373,4.61857769747716e-67,"FAM208A"
"UQCRFS1",2.40734524338949e-71,-0.253734979725279,0.282,0.461,4.81252387605992e-67,"UQCRFS1"
"DCAF13",2.41336326426317e-71,-0.944619739754676,0.12,0.238,4.8245545015885e-67,"DCAF13"
"ZDHHC2",2.77935566099173e-71,-0.513827980820262,0.127,0.251,5.55620990188858e-67,"ZDHHC2"
"PGRMC2",2.88249069783188e-71,-0.851203591729858,0.11,0.229,5.76238715403571e-67,"PGRMC2"
"SMARCC1",2.91621585404781e-71,-0.333985149180083,0.22,0.366,5.82980711382697e-67,"SMARCC1"
"TMEM14C",2.94699978265333e-71,-0.639767588439259,0.159,0.291,5.89134726550227e-67,"TMEM14C"
"NT5DC1",3.03784843926496e-71,-0.733336128525131,0.108,0.227,6.07296281493457e-67,"NT5DC1"
"AATF",3.94307065468019e-71,-0.371902597205374,0.171,0.308,7.88259254577117e-67,"AATF"
"RPA3",4.51397805275851e-71,-0.538033954564954,0.149,0.283,9.02389352526953e-67,"RPA3"
"ORMDL2",4.77642770856372e-71,-0.649841530464478,0.132,0.257,9.54855663218972e-67,"ORMDL2"
"DIDO1",5.23004138107287e-71,-0.265099506806587,0.178,0.316,1.04553757249028e-66,"DIDO1"
"ARHGAP10",6.00637007688019e-71,-2.05615517632342,0.024,0.1,1.20073344206912e-66,"ARHGAP10"
"HSPB11",6.60610903507865e-71,-0.669267394565677,0.151,0.28,1.32062725720257e-66,"HSPB11"
"STK10",6.9105641022472e-71,0.25585634551591,0.365,0.564,1.38149086968024e-66,"STK10"
"DNAJA3",7.79067566979827e-71,-1.10487651130033,0.072,0.177,1.55743397314937e-66,"DNAJA3"
"CEP290",8.45524121323332e-71,-1.3459258555138,0.075,0.18,1.69028727093747e-66,"CEP290"
"LFNG",9.38572387860238e-71,-0.250201165437974,0.181,0.321,1.8763000605714e-66,"LFNG"
"LPIN2",9.79121751582278e-71,0.250322653435675,0.211,0.371,1.95736229358813e-66,"LPIN2"
"PLSCR1",1.1631217998924e-70,2.12564280725541,0.35,0.233,2.32519679016489e-66,"PLSCR1"
"DDX1",1.22858577719624e-70,-0.714231657799764,0.172,0.306,2.456065827193e-66,"DDX1"
"HIKESHI",1.23329942734696e-70,-0.891628483636304,0.131,0.253,2.4654888852093e-66,"HIKESHI"
"MRPS30",1.25339350354125e-70,-1.1964509572175,0.102,0.216,2.50565895292931e-66,"MRPS30"
"ARMC1",1.28292747164971e-70,-0.854038415129583,0.111,0.229,2.56470030857494e-66,"ARMC1"
"ATAD1",1.32124605873129e-70,-0.737547030050585,0.101,0.216,2.64130299600973e-66,"ATAD1"
"PRPF38B",1.49003562118382e-70,0.288608127697018,0.368,0.579,2.97873021030857e-66,"PRPF38B"
"BFAR",1.75586351249222e-70,-0.609153467644749,0.156,0.286,3.5101467478232e-66,"BFAR"
"ARL14EP",1.87059791986005e-70,-0.815603297829865,0.155,0.288,3.73951230159222e-66,"ARL14EP"
"ACAT2",2.28646557715035e-70,-1.07162900239842,0.064,0.165,4.57087333528126e-66,"ACAT2"
"UTP18",2.71346901502919e-70,-0.705988168138607,0.132,0.257,5.42449590794485e-66,"UTP18"
"MRPS15",2.95827545253988e-70,-0.704444229505813,0.174,0.307,5.91388845717248e-66,"MRPS15"
"TMEM141",3.33414082653358e-70,-0.951941944092331,0.132,0.255,6.66528092632327e-66,"TMEM141"
"AC118549.1",3.76180181731562e-70,-0.980099201461858,0.083,0.191,7.52021801299565e-66,"AC118549.1"
"TMEM87A",3.8601935153392e-70,-0.323813139324251,0.189,0.331,7.7169128565146e-66,"TMEM87A"
"DOCK5",3.95177628960342e-70,2.6408650010636,0.26,0.141,7.8999959805462e-66,"DOCK5"
"SFXN1",4.35742251331071e-70,-0.257346323488443,0.107,0.232,8.71092334635944e-66,"SFXN1"
"MRI1",4.42568337810051e-70,-1.37737353239232,0.06,0.157,8.84738364116073e-66,"MRI1"
"PIGK",5.0121389533567e-70,-0.852164194609963,0.057,0.153,1.00197669816554e-65,"PIGK"
"TAF3",5.04306720620464e-70,-0.759846157628342,0.122,0.243,1.00815956519237e-65,"TAF3"
"CEP68",5.4363154516977e-70,-0.892703241892932,0.062,0.162,1.08677382194889e-65,"CEP68"
"MBTPS1",5.44390235179697e-70,-0.573185247941816,0.159,0.29,1.08829051914773e-65,"MBTPS1"
"CSTA",6.93429860137813e-70,1.42213329007907,0.295,0.175,1.3862356334015e-65,"CSTA"
"SLF2",7.96596438830909e-70,-0.529591203723716,0.119,0.24,1.59247594086687e-65,"SLF2"
"MRPL32",8.28062293235886e-70,-0.915127126531462,0.127,0.247,1.65537933040786e-65,"MRPL32"
"ZNF331",9.25824118351481e-70,-1.69231064956176,0.046,0.135,1.85081499499645e-65,"ZNF331"
"EPM2AIP1",9.5570592356138e-70,-0.25748517597698,0.159,0.294,1.91055171179156e-65,"EPM2AIP1"
"TRIM52",1.05699862153107e-69,-0.360275652914799,0.122,0.246,2.11304594430277e-65,"TRIM52"
"PIGC",1.16063303363447e-69,-0.742221482009704,0.101,0.216,2.32022149753867e-65,"PIGC"
"ADAR",1.36162144277229e-69,1.77034546114246,0.589,0.589,2.72201742624609e-65,"ADAR"
"PTGER2",1.43025955664202e-69,-1.01158184953795,0.122,0.242,2.85923187968306e-65,"PTGER2"
"SLC7A6",1.72082279878927e-69,-0.886272258487184,0.082,0.188,3.44009685705963e-65,"SLC7A6"
"RASA4",1.90351759714466e-69,-0.802761769185726,0.04,0.127,3.80532202845188e-65,"RASA4"
"HIVEP2",2.92132470178394e-69,-0.357393630629483,0.069,0.173,5.84002021133628e-65,"HIVEP2"
"UXS1",3.2192244743894e-69,-0.392535836155833,0.112,0.232,6.43555164675185e-65,"UXS1"
"ACBD6",3.72446082122768e-69,-0.609748721987659,0.129,0.253,7.44556962771625e-65,"ACBD6"
"ALG13",3.94643292974722e-69,-0.667282271995836,0.154,0.281,7.88931406985767e-65,"ALG13"
"DDX6",4.2466110785854e-69,0.273881179940712,0.406,0.625,8.48940020720008e-65,"DDX6"
"TIMM13",4.26193122258996e-69,-0.573164866468304,0.202,0.341,8.52002670707959e-65,"TIMM13"
"MZT1",4.95158391547753e-69,-0.842559486084944,0.099,0.213,9.89871140543112e-65,"MZT1"
"PSMB5",5.25257137162596e-69,-0.741617960244201,0.125,0.246,1.05004154290175e-64,"PSMB5"
"RALGDS",5.89722440062927e-69,-1.11525791395247,0.065,0.162,1.1789141299298e-64,"RALGDS"
"SF3B3",5.92158985743746e-69,-0.855899401068759,0.137,0.259,1.18378502840032e-64,"SF3B3"
"TMEM161B-AS1",6.09023400755377e-69,-1.73253335028623,0.051,0.141,1.21749868045007e-64,"TMEM161B-AS1"
"INTS10",6.95744384296075e-69,-0.654196002473358,0.137,0.259,1.39086259864628e-64,"INTS10"
"PPIH",7.61875868417451e-69,-1.14819580723896,0.072,0.175,1.52306604855333e-64,"PPIH"
"COPS2",8.29463550593605e-69,-0.488723710627657,0.191,0.328,1.65818058399168e-64,"COPS2"
"JADE2",1.25801125242132e-68,-0.409915090650193,0.127,0.252,2.51489029471547e-64,"JADE2"
"REXO4",1.27939755109681e-68,-0.986070192604376,0.122,0.242,2.55764364439763e-64,"REXO4"
"TTC32",1.35934261453209e-68,-0.516453180595331,0.062,0.162,2.71746182071109e-64,"TTC32"
"RAB22A",1.37069298280524e-68,-0.388321959733122,0.132,0.256,2.74015234192596e-64,"RAB22A"
"LYRM7",1.37989653640879e-68,-0.370237893683361,0.093,0.206,2.75855116593481e-64,"LYRM7"
"BORCS7",1.50736332637095e-68,-0.497237741782447,0.183,0.319,3.01337002574817e-64,"BORCS7"
"NOA1",1.53238292707655e-68,-1.15688196848934,0.081,0.185,3.06338670951874e-64,"NOA1"
"BOD1",1.61438116080248e-68,-1.3116955900412,0.067,0.167,3.22730937856025e-64,"BOD1"
"ERAP1",1.86088344593537e-68,-0.323984866477764,0.131,0.253,3.72009209676941e-64,"ERAP1"
"MDN1",2.01708621828476e-68,-1.24046488460865,0.076,0.178,4.03235705897307e-64,"MDN1"
"IPO5",2.14237878503517e-68,-1.11922132630793,0.09,0.197,4.28282942916381e-64,"IPO5"
"BMS1",2.93141932889194e-68,-1.11799173428359,0.118,0.234,5.86020038038788e-64,"BMS1"
"PCMTD2",2.96273578959714e-68,-0.299463330843224,0.142,0.266,5.92280511698365e-64,"PCMTD2"
"MAP3K4",3.39823880342445e-68,-1.08859681726971,0.102,0.215,6.79341919192583e-64,"MAP3K4"
"NUTF2",3.50545492121968e-68,-0.466916617084261,0.123,0.244,7.00775493301026e-64,"NUTF2"
"TNFSF13B",4.31892518634724e-68,1.66906628600262,0.336,0.216,8.63396334002677e-64,"TNFSF13B"
"RNF5",4.74081278578888e-68,-0.864331405911112,0.105,0.218,9.47735884007055e-64,"RNF5"
"ERLEC1",5.28979057709469e-68,-0.41045641191478,0.151,0.282,1.057482034267e-63,"ERLEC1"
"CDKN2AIP",5.61625842385741e-68,-0.543896900969694,0.086,0.195,1.12274622151333e-63,"CDKN2AIP"
"NELFCD",7.68996684812526e-68,-0.919418896726658,0.125,0.243,1.53730127260872e-63,"NELFCD"
"SDF4",8.54485053207229e-68,-0.474605753912959,0.183,0.317,1.70820106986657e-63,"SDF4"
"RPP38",1.02687954290415e-67,-1.02882468549727,0.108,0.22,2.05283489421969e-63,"RPP38"
"MFSD8",1.11792403923983e-67,-0.45062121055071,0.094,0.204,2.23484194684434e-63,"MFSD8"
"CISD3",1.15657077897729e-67,-1.08837573246175,0.116,0.228,2.3121006442535e-63,"CISD3"
"TSSC4",1.2345827636058e-67,-0.538070663132592,0.159,0.285,2.46805440272435e-63,"TSSC4"
"CRCP",1.29397027760848e-67,-0.648262638440427,0.136,0.257,2.58677598196712e-63,"CRCP"
"TSPAN32",1.38142599282849e-67,-0.64042189437416,0.088,0.194,2.76160870226343e-63,"TSPAN32"
"EHMT1",1.39354097383476e-67,-0.452910345436962,0.165,0.295,2.78582776079307e-63,"EHMT1"
"ABI2",1.40144494464121e-67,-1.26510335116437,0.055,0.149,2.80162858883223e-63,"ABI2"
"LILRB2",1.40384239647958e-67,1.64349084510619,0.295,0.171,2.80642133480232e-63,"LILRB2"
"GTPBP4",1.66448162567148e-67,-0.857935690274909,0.144,0.267,3.32746521787985e-63,"GTPBP4"
"DNAJC9",1.76371030114534e-67,-0.715130187407338,0.083,0.19,3.52583326301966e-63,"DNAJC9"
"N4BP2L1",1.85248273081004e-67,-0.426514574124928,0.136,0.26,3.70329822716235e-63,"N4BP2L1"
"NAA15",2.16403856809403e-67,-0.867174419860018,0.142,0.265,4.32612950147678e-63,"NAA15"
"ZC3H14",2.37233160082919e-67,-1.0012382028176,0.096,0.206,4.74252810321762e-63,"ZC3H14"
"CCDC174",2.47481366781374e-67,-0.414802952572438,0.133,0.255,4.94740000332645e-63,"CCDC174"
"NAA10",2.59691972999683e-67,-0.438791319227138,0.171,0.302,5.19150223223666e-63,"NAA10"
"SCAI",2.77238823579817e-67,-1.30470060023173,0.046,0.134,5.54228132218413e-63,"SCAI"
"P2RY10",2.84498147544115e-67,-1.04756232381622,0.065,0.166,5.68740246755441e-63,"P2RY10"
"EIF2D",3.42538870055384e-67,-1.41292016063344,0.074,0.173,6.84769455127718e-63,"EIF2D"
"TTN",3.52513439303519e-67,-1.48172028637482,0.046,0.135,7.04709616511665e-63,"TTN"
"LSM1",3.57378697017915e-67,-0.329089531594186,0.158,0.286,7.14435753208515e-63,"LSM1"
"RINL",3.74865038087787e-67,-0.647624039520389,0.073,0.177,7.49392697641296e-63,"RINL"
"MRPS25",4.62085858400405e-67,-1.03346442120107,0.129,0.246,9.2375583952825e-63,"MRPS25"
"PHF10",4.67924385933575e-67,-0.913973013409698,0.1,0.21,9.35427639919809e-63,"PHF10"
"PSMB7",4.76825881398532e-67,-0.31621178364714,0.237,0.39,9.53222619503805e-63,"PSMB7"
"AC025164.1",4.86594099103554e-67,-0.460820896951227,0.11,0.233,9.72750263517915e-63,"AC025164.1"
"FN3KRP",5.69247389754111e-67,-1.69678826920613,0.03,0.106,1.13798245685744e-62,"FN3KRP"
"CST7",9.28673295329564e-67,-0.623486350376611,0.176,0.318,1.85651078469333e-62,"CST7"
"GLRX3",1.42965276692047e-66,-0.700652936575873,0.143,0.264,2.85801884635071e-62,"GLRX3"
"NOC2L",1.43372738638543e-66,-0.989814259131398,0.115,0.229,2.86616441812311e-62,"NOC2L"
"RPF1",1.87460709486335e-66,-0.55247115339875,0.151,0.277,3.74752704334133e-62,"RPF1"
"ARIH2",1.94427010033465e-66,-0.47396763555595,0.175,0.306,3.88679035757899e-62,"ARIH2"
"BTBD6",2.01936826100193e-66,-0.602289448275877,0.058,0.151,4.03691909056897e-62,"BTBD6"
"MRPS10",2.0551468440082e-66,-0.58374724198033,0.141,0.263,4.10844405585678e-62,"MRPS10"
"KMT2E",2.20771135533088e-66,0.292997546963291,0.445,0.676,4.41343577044195e-62,"KMT2E"
"GPR27",2.24860198232552e-66,4.33999112131908,0.107,0.027,4.49518022286696e-62,"GPR27"
"TFDP2",2.82299529685228e-66,-0.682529024066304,0.104,0.218,5.64344989793739e-62,"TFDP2"
"PRPF31",3.29454982622126e-66,-0.850926515895299,0.13,0.247,6.58613455759892e-62,"PRPF31"
"SLC25A26",3.55387835074177e-66,-1.19052777079346,0.068,0.167,7.10455821096787e-62,"SLC25A26"
"FGD3",4.06153373850038e-66,0.369242096178262,0.25,0.419,8.11941209663611e-62,"FGD3"
"MOB2",4.21655784662742e-66,-0.274230054087969,0.112,0.228,8.42932079119287e-62,"MOB2"
"CYB561D2",4.5461423696052e-66,-0.643981897920958,0.137,0.256,9.08819321107775e-62,"CYB561D2"
"LIN7A",4.61288834905188e-66,4.42829575972917,0.1,0.023,9.22162509858961e-62,"LIN7A"
"TRIB2",4.66794836816412e-66,-1.35163139475145,0.045,0.133,9.33169558279689e-62,"TRIB2"
"SH2D3A",4.71204925737524e-66,-1.5943538488317,0.026,0.1,9.41985767041883e-62,"SH2D3A"
"MHENCR",6.47225077628799e-66,-0.612946002405508,0.087,0.195,1.29386765268773e-61,"MHENCR"
"SLC38A2",7.6960175708183e-66,1.73684567080779,0.502,0.45,1.53851087258229e-61,"SLC38A2"
"CTU1",7.81322072569839e-66,-1.12014319109635,0.073,0.172,1.56194095527437e-61,"CTU1"
"TSPYL2",1.0403000607804e-65,-0.970059156809087,0.044,0.131,2.07966385150609e-61,"TSPYL2"
"TMEM9B",1.16639423579944e-65,-0.527943300127391,0.167,0.293,2.33173871678666e-61,"TMEM9B"
"TRAPPC10",1.65350533661062e-65,-0.261103505556321,0.202,0.339,3.30552251841829e-61,"TRAPPC10"
"SNX5",1.96374085346736e-65,-0.642725416808994,0.187,0.318,3.92571434016659e-61,"SNX5"
"CLPP",2.18481442093601e-65,-0.586465134047801,0.144,0.267,4.36766250889318e-61,"CLPP"
